Hotel ID,Hotel_name,Location,City,Category,Type,Lunch,Dinner,Child with bed,Child without bed,Flower bed,Candle light,Cake,Fruit Basket,Season1(05th Nov to 20th Nov),Season2(01st Oct to 10th Dec),Season3(11th Dec  to 20th Dec),Season4 (21th Dec to 23rd Dec),Season 5(24th Dec ),Season 6(25th Dec to 30th Dec ),Season 7 (31st Dec ),Season 8(01st Jan to 10th Jan),Season 9(11th Jan to 31st Mar),Website
HOTEL4874,GRT Residency,"487, Gandhi Road, Kanchipuram, Tamil Nadu 631502, Phone:044 2722 5250",9,3*,Superior Ac Room ,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,950\950\950\950\950\950\950\950\950,450\450\450\450\450\450\450\450\450,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3750\0\0\0\0\0\0\0\0,3750\0\0\0\0\0\0\0\0,3750\0\0\0\0\0\0\0\0,3750\0\0\0\0\0\0\0\0,3750\0\0\0\0\0\0\0\0,3750\0\0\0\0\0\0\0\0,3750\0\0\0\0\0\0\0\0,3750\0\0\0\0\0\0\0\0,3750\0\0\0\0\0\0\0\0,www.grthotels.com/kanchipuram
HOTEL4875,GRT Sameera regency,"145, Green Circle, New By-Pass Road, Vellore, Tamil Nadu 632004, Phone:0416 220 6466",9,3*,Superior Ac Room\Deluxe Ac Room ,850\850\850\850\850\850\850\850\850,850\850\850\850\850\850\850\850\850,1250\1250\1250\1250\1250\1250\1250\1250\1250,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4250\4950\0\0\0\0\0\0\0,4250\4950\0\0\0\0\0\0\0,4250\4950\0\0\0\0\0\0\0,4250\4950\0\0\0\0\0\0\0,4250\4950\0\0\0\0\0\0\0,4250\4950\0\0\0\0\0\0\0,4250\4950\0\0\0\0\0\0\0,4250\4950\0\0\0\0\0\0\0,4250\4950\0\0\0\0\0\0\0,www.grthotels.com/vellore
HOTEL4876,Poppys hotel,"opp.New bus stand,New katpadi Road, Vellore-632004, Phone:0416 266 6666",37,2*,Super Deluxe Ac Room\Anukula Suite Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3050\3850\0\0\0\0\0\0\0,3050\3850\0\0\0\0\0\0\0,3050\3850\0\0\0\0\0\0\0,3050\3850\0\0\0\0\0\0\0,3050\3850\0\0\0\0\0\0\0,3050\3850\0\0\0\0\0\0\0,3050\3850\0\0\0\0\0\0\0,3050\3850\0\0\0\0\0\0\0,3050\3850\0\0\0\0\0\0\0,www.poppyshotel.com
HOTEL4877,Hotel River view," New Katpadi Road, Kilithampatarai, Katpadi, NH234, Pune, Tamil Nadu 632064, Phone:0416 222 2349",37,2*,Deluxe Ac Room\Premium Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,700\700\700\700\700\700\700\700\700,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,www.hotelriverview.org
HOTEL4878,Lakshmi Hotel ,"44P, 45P VOC Nagar Marys corner Trichy Main Road, Thanjavur, Tamil Nadu 613007, Phone:04362 278 161",27,2*,Superior Ac Room\Suite Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,800\800\800\800\800\800\800\800\800,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2300\3500\0\0\0\0\0\0\0,2300\3500\0\0\0\0\0\0\0,2300\3500\0\0\0\0\0\0\0,2300\3500\0\0\0\0\0\0\0,2300\3500\0\0\0\0\0\0\0,2300\3500\0\0\0\0\0\0\0,2300\3500\0\0\0\0\0\0\0,2300\3500\0\0\0\0\0\0\0,2300\3500\0\0\0\0\0\0\0,www.lakshmihotel.in
HOTEL4879,Star residency,"20/1 A, SM Road, Thanjavur, Tamil Nadu 613007, Phone:089259 39608",27,2*,Execiteive Ac Room\Suite Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,700\700\700\700\700\700\700\700\700,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2500\4000\0\0\0\0\0\0\0,2500\4000\0\0\0\0\0\0\0,2500\4000\0\0\0\0\0\0\0,2500\4000\0\0\0\0\0\0\0,2500\4000\0\0\0\0\0\0\0,2500\4000\0\0\0\0\0\0\0,2500\4000\0\0\0\0\0\0\0,2500\4000\0\0\0\0\0\0\0,2500\4000\0\0\0\0\0\0\0,www.starresidencyhotels.com
HOTEL4880,Ideal river view resort,"Vennar Bank, Pali Agraharam, Thanjavur, Tamil Nadu 613003, Phone:04362 250 533",27,3*,River Facing Ac Room ,900\900\900\900\900\900\900\900\900,900\900\900\900\900\900\900\900\900,1800\1800\1800\1800\1800\1800\1800\1800\1800,650\650\650\650\650\650\650\650\650,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5750\0\0\0\0\0\0\0\0,5750\0\0\0\0\0\0\0\0,5750\0\0\0\0\0\0\0\0,5750\0\0\0\0\0\0\0\0,5750\0\0\0\0\0\0\0\0,5750\0\0\0\0\0\0\0\0,5750\0\0\0\0\0\0\0\0,5750\0\0\0\0\0\0\0\0,5750\0\0\0\0\0\0\0\0,www.idealresort.com
HOTEL4881,MGM Velankanni residency,"64/F2, Nagapattinam Main Road, Vailankanni, Tamil Nadu 611111, Phone:04365 263 900",36,3*,Deluxe Ac Room\Grandeur Ac Room\Cottage,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,600\600\600\600\600\600\600\600\600,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3250\3750\5000\0\0\0\0\0\0,3250\3750\5000\0\0\0\0\0\0,3250\3750\5000\0\0\0\0\0\0,4250\4750\6000\0\0\0\0\0\0,4250\4750\6000\0\0\0\0\0\0,4250\4750\6000\0\0\0\0\0\0,4250\4750\6000\0\0\0\0\0\0,4250\4750\6000\0\0\0\0\0\0,4250\4750\6000\0\0\0\0\0\0,mgm-velankanni.onetime.com
HOTEL4882,Cliton Park Inn,"Church Main Road,, Velankanni, Tamil Nadu 611111, Phone:097506 11111",36,3*,Deluxe Ac Room\Deluxe Chruch View Ac Room\Family Ac Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,900\900\900\900\900\900\900\900\900,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3200\3500\5800\0\0\0\0\0\0,3200\3500\5800\0\0\0\0\0\0,3200\3500\5800\0\0\0\0\0\0,4200\4500\6800\0\0\0\0\0\0,4200\4500\6800\0\0\0\0\0\0,4200\4500\6800\0\0\0\0\0\0,4200\4500\6800\0\0\0\0\0\0,4200\4500\6800\0\0\0\0\0\0,4200\4500\6800\0\0\0\0\0\0,www.clintonparkinn.com
HOTEL4883,VPN Residency,"Main Road, Near Maha Kulam Stop, Velankanni, Tamil Nadu 611111, Phone:04365 264 600",36,2*,Standard One Beded Ac Room\Two Beded Ac Room\Granduer Ac Room ,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1600\1990\2950\0\0\0\0\0\0,1600\1990\2950\0\0\0\0\0\0,1600\1990\2950\0\0\0\0\0\0,2200\2550\3850\0\0\0\0\0\0,2200\2550\3850\0\0\0\0\0\0,2200\2550\3850\0\0\0\0\0\0,2200\2550\3850\0\0\0\0\0\0,2200\2550\3850\0\0\0\0\0\0,1600\1990\2950\0\0\0\0\0\0,www.vpnresidency.com
HOTEL4884,The Grand park,"59, East Car Street, Near Natarajar Temple, Chidambaram, Tamil Nadu 608001, Phone:04144 225 859",3,2*,Standard Ac Room\Deluxe Ac Room\Superior Ac Room ,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1600\2000\2600\0\0\0\0\0\0,1600\2000\2600\0\0\0\0\0\0,1600\2000\2600\0\0\0\0\0\0,1600\2000\2600\0\0\0\0\0\0,1600\2000\2600\0\0\0\0\0\0,1600\2000\2600\0\0\0\0\0\0,1600\2000\2600\0\0\0\0\0\0,1600\2000\2600\0\0\0\0\0\0,1600\2000\2600\0\0\0\0\0\0,www.thegrandpark.in
HOTEL4885,saradharam hotel,"19, V.G.P.Street, Cuddalore District, Chidambaram, Tamil Nadu 608001, Phone:04144 221 336",3,2*,Standar Ac Room\Suite Ac Room\Executive Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2100\2900\3400\0\0\0\0\0\0,2100\2900\3400\0\0\0\0\0\0,2100\2900\3400\0\0\0\0\0\0,2100\2900\3400\0\0\0\0\0\0,2100\2900\3400\0\0\0\0\0\0,2100\2900\3400\0\0\0\0\0\0,2100\2900\3400\0\0\0\0\0\0,2100\2900\3400\0\0\0\0\0\0,2100\2900\3400\0\0\0\0\0\0,www.hotelsaradharam.co.in
HOTEL4886,Lakshmi villas resort,"t, Chidambaram-T Nedunjery-Kattumannarkoil Rd, Tamil Nadu, Phone:04144 256 555",3,3*,Heritage Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,800\800\800\800\800\800\800\800\800,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,3200\0\0\0\0\0\0\0\0,lakshmivilas.co.in
HOTEL4887,Mamalla heritage,"104, East Raja Street, Mahabalipuram, Tamil Nadu 603104.Phone:093801 26188",15,3*,Standard Ac Room\Deluxe Ac Room ,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,850\850\850\850\850\850\850\850\850,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2900\3100\0\0\0\0\0\0\0,2900\3100\0\0\0\0\0\0\0,2900\3100\0\0\0\0\0\0\0,2900\3100\0\0\0\0\0\0\0,2900\3100\0\0\0\0\0\0\0,2900\3100\0\0\0\0\0\0\0,2900\3100\0\0\0\0\0\0\0,2900\3100\0\0\0\0\0\0\0,2900\3100\0\0\0\0\0\0\0,www.hotelmamallaheritage.com
HOTEL4888,Sea Breeze,"tawadai Street, Kanchipuram District, Mahabalipuram, Tamil Nadu 603104, Phone:044 2744 3035",15,3*,Superior Ac Room\Executive Ac Room\Club Ac Room ,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2700\3300\4200\0\0\0\0\0\0,2700\3300\4200\0\0\0\0\0\0,2700\3300\4200\0\0\0\0\0\0,2700\3300\4200\0\0\0\0\0\0,2700\3300\4200\0\0\0\0\0\0,2700\3300\4200\0\0\0\0\0\0,2700\3300\4200\0\0\0\0\0\0,2700\3300\4200\0\0\0\0\0\0,2700\3300\4200\0\0\0\0\0\0,www.hotelseabreeze.net
HOTEL4889,Ideal beach resort,"Mahabalipuram, East Coast Road, Devaneri, Tamil Nadu 603104, Phone:044 2449 5161",15,4*,Garden View Ac Room\Deluxe  Ac Room,550\550\550\550\550\550\550\550\550,550\550\550\550\550\550\550\550\550,1800\1800\1800\1800\1800\1800\1800\1800\1800,650\650\650\650\650\650\650\650\650,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5750\7200\0\0\0\0\0\0\0,5750\7200\0\0\0\0\0\0\0,5750\7200\0\0\0\0\0\0\0,5750\7200\0\0\0\0\0\0\0,5750\7200\0\0\0\0\0\0\0,5750\7200\0\0\0\0\0\0\0,5750\7200\0\0\0\0\0\0\0,5750\7200\0\0\0\0\0\0\0,5750\7200\0\0\0\0\0\0\0,www.idealresort.com
HOTEL4890,Mamalla resorts,"108, Kovalam Road, Mamallapuram, Tamil Nadu 603104",15,3*,Standard Ac Room\Deluxe Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,1500\1500\1500\1500\1500\1500\1500\1500\1500,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3300\4100\0\0\0\0\0\0\0,3300\4100\0\0\0\0\0\0\0,3300\4100\0\0\0\0\0\0\0,3300\4100\0\0\0\0\0\0\0,3300\4100\0\0\0\0\0\0\0,3300\4100\0\0\0\0\0\0\0,3300\4100\0\0\0\0\0\0\0,3300\4100\0\0\0\0\0\0\0,3300\4100\0\0\0\0\0\0\0,mamallaresort.com
HOTEL4891,Ramakrishna,"Othavadai St, Mahabalipuram, Tamil Nadu 603104, Phone:044 2744 2331",15,2*,Standard Ac Room\Deluxe Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,www.hotelramakrishna.com
HOTEL4892,Chairot beach resort,"Five Rathas Road, Behind Five Rathas Monument, Mahabalipuram, Chennai, Tamil Nadu 603104, Phone:044 2742 5000",15,4*,Corner Standard Ac Room\Deluxe Ac Room\Chairot Cottage,1200\1200\1200\1200\1200\1200\1200\1200\1200,1200\1200\1200\1200\1200\1200\1200\1200\1200,1200\1200\1200\1200\1200\1200\1200\1200\1200,650\650\650\650\650\650\650\650\650,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,6350\7350\8250\0\0\0\0\0\0,6350\7350\8250\0\0\0\0\0\0,6350\7350\8250\0\0\0\0\0\0,6350\7350\8250\0\0\0\0\0\0,6350\7350\8250\0\0\0\0\0\0,6350\7350\8250\0\0\0\0\0\0,6350\7350\8250\0\0\0\0\0\0,6350\7350\8250\0\0\0\0\0\0,6350\7350\8250\0\0\0\0\0\0,www.chariotbeachresorts.com
HOTEL4893,Quality Inn Viha,"No. 2, New Railway Road, Kumbakonam, Tanjore, Tamil Nadu 612001, Phone:0435 255 555",13,3*,Superior Ac Room\Executive Suite Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,900\900\900\900\900\900\900\900\900,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3000\7500\0\0\0\0\0\0\0,3000\7500\0\0\0\0\0\0\0,3000\7500\0\0\0\0\0\0\0,3000\7500\0\0\0\0\0\0\0,3000\7500\0\0\0\0\0\0\0,3000\7500\0\0\0\0\0\0\0,3000\7500\0\0\0\0\0\0\0,3000\7500\0\0\0\0\0\0\0,3000\7500\0\0\0\0\0\0\0,www.qualityinnviha.com
HOTEL4894,sara regecny,"5/1, Chennai Road, Kumbakonam, Tamil Nadu 612002, Phone:0435 244 2024",13,2*,Standard Ac Room\Deluxe Ac Room\Executive Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2800\3400\4000\0\0\0\0\0\0,2800\3400\4000\0\0\0\0\0\0,2800\3400\4000\0\0\0\0\0\0,2800\3400\4000\0\0\0\0\0\0,2800\3400\4000\0\0\0\0\0\0,2800\3400\4000\0\0\0\0\0\0,2800\3400\4000\0\0\0\0\0\0,2800\3400\4000\0\0\0\0\0\0,2800\3400\4000\0\0\0\0\0\0,sararegency.com
HOTEL4895,Hotel Le garden,"Naal Road Junction, Srinagar Colony, Srinagar Colony, Kumbakonam, Tamil Nadu 612001, Phone:0435 240 2526",13,2*,Standard Ac Room\Superior Triple Sharing Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0,www.kumbakonamhotelathityaa.com
HOTEL4896,Sivamurugan hotel,"60, Feet Main Road, Near New Bus stand, Kumbakonam, Tamil Nadu 612001, Phone:0435 242 4276",13,2*,Standard Ac Room\Deluxe Ac Room\Business Deluxe  Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,500\500\500\500\500\500\500\500\500,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1700\2000\2300\0\0\0\0\0\0,1700\2000\2300\0\0\0\0\0\0,1700\2000\2300\0\0\0\0\0\0,1700\2000\2300\0\0\0\0\0\0,1700\2000\2300\0\0\0\0\0\0,1700\2000\2300\0\0\0\0\0\0,1700\2000\2300\0\0\0\0\0\0,1700\2000\2300\0\0\0\0\0\0,1700\2000\2300\0\0\0\0\0\0,www.sivamurugan.in
HOTEL4897,Temple stays Inn,"1/179-1, Thiruvidaimarudhur main road., Chettimandapam, Ullur, Tamil Nadu 612001, Phone:0435 241 2488",13,2*,Executive Suite Ac Room\Superior Suite Ac Room\Royal Suite Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,500\500\500\500\500\500\500\500\500,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\3500\4500\0\0\0\0\0\0,2000\3500\4500\0\0\0\0\0\0,2000\3500\4500\0\0\0\0\0\0,2000\3500\4500\0\0\0\0\0\0,2000\3500\4500\0\0\0\0\0\0,2000\3500\4500\0\0\0\0\0\0,2000\3500\4500\0\0\0\0\0\0,2000\3500\4500\0\0\0\0\0\0,2000\3500\4500\0\0\0\0\0\0,www.templestays.com
HOTEL4898,Hotel Daiwik,"NH- 49, Madurai Rameswaram Highway, Near Rameswaram Bus Stand, Rameswaram, Tamil Nadu 623526, Phone:04573 223 222",23,3*,Superior Ac Room\Deluxe Ac Room,475\475\475\475\475\475\475\475\475,475\475\475\475\475\475\475\475\475,1350\1350\1350\1350\1350\1350\1350\1350\1350,450\450\450\450\450\450\450\450\450,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4150\5400\0\0\0\0\0\0\0,4150\5400\0\0\0\0\0\0\0,4900\6000\0\0\0\0\0\0\0,4900\6000\0\0\0\0\0\0\0,4900\6000\0\0\0\0\0\0\0,4900\6000\0\0\0\0\0\0\0,4900\6000\0\0\0\0\0\0\0,4900\6000\0\0\0\0\0\0\0,4150\5400\0\0\0\0\0\0\0,www.daiwikhotels.com
HOTEL4899,SS grand hotel,"NEAR RAMESWARAM BUS STAND, Rameswaram, Tamil Nadu 623526, Phone:080123 17777",23,3*,Standard Ac Room\Mini Suite Ac Room\King Suite Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2800\3800\12500\0\0\0\0\0\0,2800\3800\12500\0\0\0\0\0\0,2800\3800\12500\0\0\0\0\0\0,2800\3800\12500\0\0\0\0\0\0,2800\3800\12500\0\0\0\0\0\0,2800\3800\12500\0\0\0\0\0\0,2800\3800\12500\0\0\0\0\0\0,2800\3800\12500\0\0\0\0\0\0,2800\3800\12500\0\0\0\0\0\0,www.hotelssgrand.com
HOTEL4900,Hotel Vinagaya Inn,"5, Railway Feeder Road, Rameswaram, Tamil Nadu 623526, Phone:096298 66611",23,2*,Standard Ac Room\Deluxe Ac Room ,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,650\650\650\650\650\650\650\650\650,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2600\0\0\0\0\0\0\0,2000\2600\0\0\0\0\0\0\0,2000\2600\0\0\0\0\0\0\0,2000\2600\0\0\0\0\0\0\0,2000\2600\0\0\0\0\0\0\0,2000\2600\0\0\0\0\0\0\0,2000\2600\0\0\0\0\0\0\0,2000\2600\0\0\0\0\0\0\0,2000\2600\0\0\0\0\0\0\0,vinayagahotel.com/rameswaram
HOTEL4901,sea shore hotel," East car street, , Kanyakumari, Tamil Nadu 629702, Phone:099941 21088",10,3*,Deluxe City View Ac Room\Classic sea View Ac room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1900\2400\0\0\0\0\0\0\0,1900\2400\0\0\0\0\0\0\0,1900\2400\0\0\0\0\0\0\0,2000\2700\0\0\0\0\0\0\0,2000\2700\0\0\0\0\0\0\0,2000\2700\0\0\0\0\0\0\0,2000\2700\0\0\0\0\0\0\0,2000\2700\0\0\0\0\0\0\0,1900\2400\0\0\0\0\0\0\0,theseashorehotel.com
HOTEL4902,sea view,"East Car Street, Kanyakumari, Tamil Nadu 629702, Phone:04652 247 841",10,2*,Standard City View Ac Room\Deluxe Sea View Ac Room\Suite Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,700\700\700\700\700\700\700\700\700,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2200\2700\0\0\0\0\0\0\0,2200\2700\0\0\0\0\0\0\0,2200\2700\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2200\2700\0\0\0\0\0\0\0,www.hotelseaview.in
HOTEL4903,Sun world," 6/81-B, Kovalam Road, Kanyakumari, Tamil Nadu 629702, Phone:04652 247 755",10,2*,Standard City View Ac Room\Standard Sea Facing Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,600\600\600\600\600\600\600\600\600,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2500\0\0\0\0\0\0\0,2000\2500\0\0\0\0\0\0\0,2000\2500\0\0\0\0\0\0\0,3200\4000\0\0\0\0\0\0\0,3200\4000\0\0\0\0\0\0\0,3200\4000\0\0\0\0\0\0\0,3200\4000\0\0\0\0\0\0\0,3200\4000\0\0\0\0\0\0\0,2000\2500\0\0\0\0\0\0\0,www.hotelsunworld.com
HOTEL4904,Hotel sparsa,"6/112B, Beach Road, Near Sunset Point, Kanyakumari, Tamil Nadu 629702, Phone:04652 247 041",10,4*,Deluxe Ac Room ,550\550\550\550\550\550\550\550\550,550\550\550\550\550\550\550\550\550,1000\1000\1000\1000\1000\1000\1000\1000\1000,750\750\750\750\750\750\750\750\750,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,5000\0\0\0\0\0\0\0\0,www.thegopinivasgrand.com
